id,author,birthDate,deathDate,gender,birthPlace,last,first
1487,浅沼稲次郎,1898-12-27,1960-10-12,male,三宅島,Asanuma,Inejiro
1789,日本経済新聞社,,,unknown,,Nihon Keizai Shinbunsha,
1212,中江兆民,1847-12-08,1901-12-13,male,高知市,Nakae,Chomin
1417,中江篤介,1847-12-08,1901-12-13,male,Kochi,Nakae,Tokusuke
1535,津田左右吉,1873-10-03,1961-12-04,male,下米田村,Tsuda,Sokichi
315,森林太郎,1862-02-17,1922-07-09,male,Tsuwano,Mori,Rintaro
1211,清沢満之,1863-08-10,1903-06-06,male,名古屋市,Kiyozawa,Manshi
1669,大倉燁子,1886-04-12,1960-07-18,female,東京都,Okura,Teruko
1340,ブラウニングロバート,1812-05-07,1889-12-12,male,London,Browning,Robert
1153,長岡半太郎,1865-08-19,1950-12-11,male,大村市,Nagaoka,Hantaro
289,浜尾四郎,1896-04-24,1935-10-29,male,Kōjimachi-ku,Hamao,Shiro
1329,ウォルトンみちよ,,,,,Walton,Michiyo
248,上司小剣,1874-12-15,1947-09-02,male,,Kamitsukasa,Shoken
1205,下村千秋,1893-09-04,1955-01-31,male,,Shimomura,Chiaki
810,村井弦斎,1863-12-18,1927-07-30,male,,Murai,Gensai
1157,神西清,1903-11-15,1957-03-11,male,東京市,Jinzai,Kiyoshi
1578,今村明恒,1870-06-14,1948-01-01,male,鹿児島市,Imamura,Akitsune
1127,狩野直喜,1868-02-11,1947-12-13,male,肥後国,Kano,Naoki
1407,ストレイチーリットン,1880-03-01,1932-01-21,male,London,Strachey,Lytton
276,知里幸恵,1903-06-08,1922-09-18,female,登別市,Chiri,Yukie
1539,片山敏彦,1898-11-05,1961-10-11,male,,Katayama,Toshihiko
320,与謝野寛,1873-02-26,1935-03-26,male,Okazaki,Yosano,Hiroshi
1612,江森盛弥,1903-08-18,1960-04-05,,,Emori,Moriya
525,木下尚江,1869-10-12,1937-11-05,male,松本市,Kinoshita,Naoe
325,蘭郁二郎,1913-09-02,1944-01-05,male,東京都,Ran,Ikujiro
1397,橘外男,1894-10-10,1959-07-09,male,,Tachibana,Sotoo
1142,酒井嘉七,1903-00-00,1946-00-00,male,,Sakai,Kashichi
1454,伊藤永之介,1903-11-21,1959-07-26,male,秋田市,Ito,Einosuke
1425,小寺菊子,1883-08-07,1956-11-26,female,,Kodera,Kikuko
260,甲賀三郎,1893-10-05,1945-02-14,male,日野町,Koga,Saburo
268,関根金次郎,1868-04-01,1946-03-12,male,Chiba Prefecture,Sekine,Kinjiro
1399,マクラウドフィオナ,1855-09-12,1905-12-12,male,Paisley,Macleod,Fiona
1325,上村経吉,1868-04-28,1922-11-21,,,Uemura,Tsunekichi
1326,小笠原長生,1867-12-15,1958-09-20,male,佐賀県,Ogasawara,Nganari
236,大阪圭吉,1912-03-20,1945-07-02,male,新城市,Osaka,Keikichi
1346,片山広子,1878-02-10,1957-03-19,female,東京,Katayama,Hiroko
1486,佐藤緑葉,1886-07-01,1960-09-02,male,,Sto,Ryokuyo
75,リルケライネル・マリア,1875-12-04,1926-12-29,male,Prague,Rilke,Rainer Maria
262,小酒井不木,1890-10-08,1929-04-01,male,愛知県,Kosakai,Fuboku
1179,土田耕平,1895-01-25,1940-08-12,male,,Tsuchida,Kohei
1497,吉井勇,1886-10-08,1960-11-19,male,東京,Yoshii,Isamu
1054,浜田青陵,1881-02-22,1938-07-25,male,Kishiwada,Hamada,Seiryo
740,原口統三,1927-01-14,1946-10-25,male,,Haraguchi,Tozo
1479,風巻景次郎,1902-05-22,1960-01-04,male,兵庫県,Kazamaki,Keijiro
95,佐々木直次郎,1901-03-27,1943-05-24,male,小松市,Sasaki,Naojiro
241,小栗風葉,1875-02-03,1926-01-15,male,半田市,Oguri,Fuyo
1195,ダビットヤーコプ・ユリウス,1859-00-00,1906-00-00,male,Hranice,David,Jakob Julius
1372,柴崎芳太郎,1876-08-13,1938-01-29,male,,Shibazaki,Yoshitaro
684,内藤鳴雪,1847-05-29,1926-02-20,male,江戸,Naito,Meisetsu
1702,ベートーヴェンルートヴィヒ・ヴァン,1770-12,1827-03-26,male,Bonn,Beethoven,Ludwig van
1190,アルテンベルクペーター,1859-03-09,1919-01-08,,,ALTENBERG,PETER
252,金史良,1914-03-03,1950-00-00,male,Pyongyang,Kim,Sa-ryang
488,小柳司気太,1870-12-24,1940-07-18,male,,Oyanagi,Shigeta
275,近松秋江,1876-05-04,1944-04-23,male,岡山県,Chikamatsu,Shuko
1193,オイレンベルクヘルベルト,1876-01-25,1949-09-04,male,Cologne,Eulenberg,Herbert
1308,徳永直,1899-01-20,1958-02-15,male,花園村,Tokunaga,Sunao
1192,ホーフマンスタールフーゴー・フォン,1874-02-01,1929-07-15,male,Vienna,Hofmannsthal,Hugo von
978,竹越与三郎,1865-11-22,1950-01-12,male,Honjō-shuku,Takekoshi,Yosaburo
1229,クロポトキンピョートル・アレクセーヴィチ,1842-12-09,1921-02-08,,,Kropotkin,Pyotr Alkseevich
1272,溝口健二,1898-05-16,1956-08-24,male,東京都,Mizoguchi,Kenji
603,白鳥庫吉,1865-03-01,1942-04-01,male,茂原市,Shiratori,Kurakichi
134,佐左木俊郎,1900-04-14,1933-03-13,male,一栗村,Sasaki,Toshiro
304,牧逸馬,1900-01-17,1935-06-29,male,Sado district,Maki,Itsuma
1543,犬養健,1896-07-28,1960-08-28,male,東京,Inukai,Takeru
10,大久保ゆう,1982-00-00,,male,Kyoto Prefecture,Okubo,Yu
712,成島柳北,1837-03-22,1884-11-30,male,,Narushima,Ryuhoku
1575,濹上漁史,1837-03-22,1884-11-30,,,Bokujogyoshi,
48,南部修太郎,1892-10-12,1936-06-22,male,仙台市,Nanbu,Shutaro
1151,久米正雄,1891-11-23,1952-03-01,male,上田市,Kume,Masao
247,加能作次郎,1885-01-10,1941-08-05,male,,Kano,Sakujiro
930,山本禾太郎,1889-02-28,1951-03-16,male,神戸市,Yamamoto,Nogitaro
162,若山牧水,1885-08-24,1928-09-17,male,東郷町,Wakayama,Bokusui
388,淡島寒月,1859-11-17,1926-02-23,male,日本橋馬喰町,Awashima,Kangetsu
102,石橋忍月,1865-10-20,1926-02-01,male,福岡県,Ishibashi,Ningetsu
1154,岸田国士,1890-11-02,1954-03-05,male,Tokyo,Kishida,Kunio
212,竹久夢二,1884-09-16,1934-09-01,male,本庄村,Takehisa,Yumeji
457,大槻文彦,1847-12-22,1928-02-17,male,木挽町,Otsuki,Fumihiko
963,野上豊一郎,1883-09-14,1950-02-23,male,臼杵市,Nogami,Toyoichiro
1261,邦枝完二,1892-12-28,1956-08-02,male,東京都,Kunieda,Kanji
1222,高楠順次郎,1866-06-29,1945-06-28,male,三原市,Takakusu,Junjiro
1865,大堀竜太郎,,,,,Ohori,Ryutaro
1306,川田功,1882-00-00,1931-00-00,,,Kawada,Isao
278,津村信夫,1909-01-05,1944-06-27,male,神戸市,Tsumura,Nobuo
1178,テーラージェーン,1783-00-00,1824-00-00,unknown,,Taylor,Jane
1370,豊田三郎,1907-02-12,1959-11-18,male,下味見村,Toyoda,Saburo
221,平林初之輔,1892-11-08,1931-06-15,male,京都府,Hirabayashi,Hatsunosuke
606,杉田久女,1890-05-30,1946-01-21,female,鹿児島市,Sugita,Hisajo
754,福士幸次郎,1889-11-05,1946-10-11,male,弘前市,Fukushi,Kojiro
290,林不忘,1900-01-17,1935-06-29,male,Sado district,Hayashi,Fubo
565,斎藤緑雨,1868-01-24,1904-04-13,male,三重県,Saito,Ryokuu
959,相馬御風,1883-07-10,1950-05-08,male,糸魚川町,Soma,Gyofu
1123,チェスタートンギルバート・キース,1874-05-29,1936-06-14,male,Kensington,Chesterton,Gilbert Keith
72,山中貞雄,1909-11-07,1938-09-17,male,Kyoto,Yamanaka,Sadao
1703,ヴェーゲラーフランツ・ゲルハルト,1765-08-02,1848-05-07,male,Bonn,Wegeler,Franz Gerhard
491,片岡鉄兵,1894-02-02,1944-12-25,male,岡山県,Kataoka,Teppei
492,片上伸,1884-02-20,1928-03-05,male,愛媛県,Katagami,Noburu
1931,岡田武松,1874-08-17,1956-09-02,male,布佐町,Okada,Takematsu
1073,高田保,1895-03-28,1952-02-20,male,新治郡,Takada,Tamotsu
1704,ブロイニングエレオノーレ・フォン,1771-00-00,1841-00-00,,,Breuning,Eleonore von
1732,ボードレールシャルル・ピエール,1821-04-09,1867-08-31,male,former 11th arrondissement of Paris,Baudelaire,Charles Pierre
1294,兼常清佐,1885-11-22,1957-04-25,male,,Kanetsune,Kiyosuke
577,佐藤惣之助,1890-12-03,1942-05-15,male,仙台市,Sato,Sonosuke
159,辻潤,1884-10-04,1944-11-24,male,東京,Tsuji,Jun
1149,マルサストマス・ロバート,1766-02-13,1834-12-29,male,Westcott,Malthus,Thomas Robert
1251,ゴールドマンエマ,1869-06-27,1940-05-14,female,Kaunas,Goldman,Emma
165,内田魯庵,1868-04-27,1929-06-29,male,江戸,Uchida,Roan
1392,長谷健,1904-10-17,1957-12-21,male,梁川町,Hase,Ken
1577,服部宇之吉,1867-06-02,1939-07-11,male,,Hattori,Unokichi
1368,山本実彦,1885-01-05,1952-07-01,male,薩摩川内市,Yamamoto,Sanehiko
1533,宇野浩二,1891-07-26,1961-09-21,male,福岡市,Uno,Koji
526,木下利玄,1886-01-01,1925-02-15,male,岡山市,Kinoshita,Rigen
1147,相馬愛蔵,1870-11-08,1954-02-14,male,穂高町,Soma,Aizo
1148,相馬黒光,1876-09-12,1955-03-02,female,仙台市,Soma,Kokko
1542,青野季吉,1890-02-24,1961-06-23,male,佐渡市,Aono,Suekichi
1086,ゴーチェテオフィル,1811-08-30,1872-10-23,male,Tarbes,Gautier,Theophile
1521,長与善郎,1888-08-06,1961-10-29,male,Tokyo Prefecture,Nagayo,Yoshiro
1231,松本文三郎,1869-00-00,1944-12-18,male,,Matsumoto,Bunzaburo
1481,三木貞一,1861-00-00,1933-00-00,,,Miki,Teiichi
249,嘉村礒多,1897-12-15,1933-11-30,male,山口市,Kamura,Isota
1082,相馬泰三,1885-12-29,1952-05-15,male,,Soma,Taizo
112,水野仙子,1888-12-03,1919-05-31,female,須賀川市,Mizuno,Senko
1172,村山籌子,1903-11-07,1946-08-04,female,,Murayama,Kazuko
1295,レスコーフニコライ・セミョーノヴィチ,1831-02-16,1895-03-05,male,,Leskov,Nikolai Semyonovich
1396,原田義人,1918-08-05,1960-08-01,male,東京都,Harada,Yoshito
237,大町桂月,1869-03-06,1925-06-10,male,高知市,Omachi,Keigetsu
1101,ミルトンジョン,1608-12-09,1674-11-08,male,Cheapside,Milton,John
1374,大下藤次郎,1870-07-09,1911-10-10,male,東京都,Oshita,Tojiro
1379,小川登喜男,1908-00-00,1949-00-00,male,東京都,Ogawa,Tokio
1381,石井柏亭,1882-03-28,1958-12-29,male,御徒町,Ishii,Hakutei
141,坪内逍遥,1859-06-22,1935-02-28,male,太田宿,Tsubouchi,Shoyo
1037,原勝郎,1871-04-15,1924-01-12,male,山武郡,Hara,Katsuro
163,若松賤子,1864-04-06,1896-02-10,female,会津若松市,Wakamatsu,Shizuko
1476,大鹿卓,1898-08-25,1959-02-01,male,,Oshika,Taku
348,范曄,398-00-00,445-00-00,male,Jin dynasty,Fan,Ye
1567,橘樸,1881-10-14,1945-10-25,male,臼杵市,Tachibana,Shiraki
1337,阪井久良伎,1869-00-00,1945-00-00,unknown,Yokohama,sakai,Kuraki
802,三宅花圃,1869-02-04,1943-07-18,female,東京都,Miyake,Kaho
1375,鵜殿正雄,1877-00-00,1945-00-00,,,Udono,Masao
1373,木暮理太郎,1873-00-00,1944-05-07,male,,Kogure,Ritaro
1228,辻村もと子,1906-02-11,1946-05-24,female,北海道,Tsujimura,Motoko
1017,三上義夫,1875-02-16,1950-12-31,male,安芸高田市,Mikami,Yoshio
220,吉江喬松,1880-09-05,1940-03-26,male,塩尻市,Yoshie,Takamatsu
1389,シュウォッブマルセル,1867-08-25,1905-02-26,male,Chaville,Schwob,Marcel
940,別所梅之助,1872-01-21,1945-03-01,male,東京都,Bessho,Umenosuke
1388,新島襄,1843-02-12,1890-01-23,male,神田,Niijima,Jo
111,佐々木味津三,1896-03-18,1934-02-06,male,,Sasaki,Mitsuzo
1062,ストリンドベリアウグスト,1849-00-00,1912-00-00,male,Storkyrkoförsamlingen,Strindberg,August
1595,井上準之助,1869-05-06,1932-02-09,male,日田県,Inoue,Junnosuke
970,とだけん,1889-01-04,1936-03-11,,,Toda,Ken
1262,土原耕作,1889-01-04,1936-03-11,,,Tsuchihara,Kosaku
342,柴田流星,1879-02-28,1913-09-27,,,Shibata,Ryusei
1066,ビアスアンブローズ,1842-00-00,1914-00-00,male,Meigs County,Bierce,Ambrose
338,フランスアナトール,1844-04-16,1924-10-12,male,Paris,France,Anatole
1428,アインシュタインアルベルト,1879-03-14,1955-04-18,male,Ulm,Einstein,Albert
374,饗庭篁村,1855-09-25,1922-06-20,male,東京市,Aeba,Koson
1314,青柳喜兵衛,1904-01-01,1938-08-28,,,Aoyagi,Kihei
1990,芥川紗織,1924-05-24,1966-01-31,female,Takashi,Akutagawa,Saori
347,小川亮作,1910-00-00,1951-00-00,,,Ogawa,Ryosaku
380,浅井洌,1849-10-10,1938-02-27,male,,Asai,Retsu
1816,浅野正恭,1868-01-22,1954-10-20,male,源清田村 (1889-1942),Asano,Masayasu
225,阿部徳蔵,1889-00-00,1944-00-00,,,Abe,Tokuzo
1909,安倍能成,1883-12-23,1966-06-07,male,松山市,Abe,Yoshishige
1948,鮎川義介,1880-11-06,1967-02-13,male,山口市,Ayukawa,Yoshisuke
1902,新井紀一,1890-02-22,1966-03-13,male,,Arai,Kiichi
1716,アラルコンペドロ・アントニオ,1833-01-10,1891-07-19,,,Alarcon,Pedro Antonio
1221,荻原雲来,1869-03-22,1937-12-20,male,,Ogiwara,Unrai
2044,奥増夫,,,,,Oku,Masuo
366,アルチバシェッフミハイル・ペトローヴィチ,1878-11-05,1927-03-03,male,Dobroslavivka,Artsybashev,Mikhail Petrovich
1863,安西冬衛,1898-03-09,1965-08-24,male,奈良県,Anzai,Huyue
907,アンドレーエフレオニード・ニコラーエヴィチ,1871-00-00,1919-00-00,male,Oryol,Andreev,Leonid Nikolaevich
1597,李箱,1910-09-14,1937-04-17,male,Jong-ro,I,Sang
1626,猪狩満直,1898-05-09,1938-04-17,male,,Ikari,Mitsunao
392,生田葵山,1876-04-14,1945-12-31,,,Ikuta,Kizan
393,生田長江,1882-04-21,1936-01-11,male,日野町,Ikuta,Choko
1413,池田亀鑑,1896-12-09,1956-12-19,male,,Ikeda,Kikan
1352,池田輝方,1833-01-04,1921-05-06,male,東京都,Ikeda,Terukata
398,池谷信三郎,1900-10-15,1933-12-21,male,京橋区,Iketani,Shinsaburo
868,池宮城積宝,1893-00-00,1951-00-00,,,Ikemiyagi,Sekiho
228,井沢衣水,1889-00-00,1967-08-14,,,Izawa,Isui
1252,石井研堂,1865-00-00,1943-00-00,male,,Ishii,Kendo
1460,尾佐竹猛,1880-01-20,1946-10-01,male,,Osatake,Takeki
1170,石川三四郎,1876-05-23,1956-11-28,male,埼玉県,Ishikawa,Sanshiro
1835,石川成章,1872-07-26,1945-09-06,male,,Ishikawa,Seisho
1478,石川千代松,1860-01-08,1935-01-17,male,江戸,Ishikawa,Chiyomatsu
1206,石河幹明,1859-11-11,1943-07-25,male,,Ishikawa,Mikiaki
229,石田孫太郎,1874-00-00,1936-00-00,male,,Ishida,Magotaro
1742,石原忍,1879-09-25,1963-01-03,male,東京府,Ishihara,Shinobu
1665,泉芳朗,1905-03-18,1959-04-09,male,,Izumi,Horo
864,板倉勝宣,1898-02-12,1923-01-17,male,東京府,Itakura,Katsunobu
412,市島春城,1860-03-09,1944-04-21,male,Agano,Ichijima,Syunjo
1197,伊東静雄,1906-12-10,1953-03-12,male,諫早市,Ito,Shizuo
1642,伊藤信二,1907-10-30,1932-08-14,male,,Ito,Shinji
1232,伊東忠太,1867-11-21,1954-04-07,male,米沢市,Ito,Chyuta
1961,稲垣巌,1897-02-15,1937-08-15,male,東京都,Inagaki,Iwao
1289,犬田卯,1891-08-23,1957-07-21,male,,Inuta,Shigeru
1685,井上貞治郎,1881-08-16,1963-11-10,male,兵庫県,Inoue,Teijiro
420,井上哲次郎,1856-02-01,1944-12-07,male,太宰府市,Inoue,Tetsujiro
1315,井上良夫,1908-00-00,1945-00-00,male,若松市,Inoue,Yoshio
232,伊波普猷,1876-03-15,1947-08-13,male,那覇市,Iha,Fuyu
1336,伊庭心猿,1908-00-00,1957-02-25,,,Iba,Shinen
1210,違星北斗,1902-01-01,1929-01-26,male,余市町,Iboshi,Hokuto
234,今井邦子,1890-05-31,1948-07-15,female,徳島市,Imai,Kuniko
1627,今村恒夫,1908-01-15,1936-12-09,male,福岡県,Imamura,Tsuneo
430,伊良子清白,1877-10-04,1946-01-10,male,,Irako,Seihaku
137,岩野泡鳴,1873-01-20,1920-05-09,male,淡路市,Iwano,Homei
1353,岩村透,1870-02-25,1917-08-17,male,,Iwamura,Toru
493,加藤朝鳥,1886-09-19,1938-05-17,male,,Kato,Asatori
1534,岩本素白,1883-08-17,1961-10-02,male,東京都,Iwamoto,Sohaku
17,ウィードグスターフ,1858-00-00,1914-00-00,male,Holmegård,Wied,Gustav
435,上田万年,1867-02-11,1937-10-26,male,Ōkubo,Ueda,Kazutoshi
1628,上田進,1907-10-24,1947-02-24,male,東京都,Ueda,Susumu
1903,上田広,1905-06-18,1966-02-27,male,千葉県,Ueda,Hiroshi
880,枯葉,,,unknown,,Kareha,
1705,ヴェルハーレンエミール,1855-03-21,1916-11-27,male,Sint-Amands,Verhaeren,Emile
1582,宇田川文海,1848-03-28,1930-01-06,male,,Udagawa,Bunkai
1070,神吉三郎,1899-2-17,1952-11-9,male,,Kanki,Saburo
1762,内山完造,1885-01-11,1959-09-20,male,,Uchiyama,Kanzou
1798,梅崎春生,1915-02-15,1965-07-19,male,福岡市,Umezaki,Haruo
1630,榎南謙一,1913-00-00,1945-00-00,,,Enami,Kenichi
1321,江南文三,1887-12-26,1946-02-08,,,Enami,Bunzo
448,江見水蔭,1869-09-17,1934-11-03,male,岡山市,Emi,Suiin
1139,エンゲルスフリードリッヒ,1820-11-28,1895-08-05,male,Barmen,Engels,Friedrich
1908,小穴隆一,1894-11-28,1966-04-24,male,北海道,Oana,Ryuichi
1631,大石喜幸,1910-00-00,1941-00-00,,,Oishi,Yoshiyuki
1632,大江鉄麿,1915-00-00,1944-00-00,,,Oe,Tetsumaro
1689,大木頭,1886-02-20,1912-04-13,,,Oki,
1879,大隈重信,1838-03-11,1922-01-10,male,佐賀市,Okuma,Shigenobu
1872,大下宇陀児,1896-11-15,1966-08-11,male,長野県,Oshita,Udaru
863,大島亮吉,1899-09-04,1928-03-25,male,Shiba-ku,Oshima,Ryokichi
1824,大坪砂男,1904-02-01,1965-01-12,male,東京市,Otsubo,Sunao
1316,大庭武年,1904-00-00,1945-00-00,,,Oba,Taketoshi
1474,丘浅次郎,1868-12-31,1944-05-02,male,静岡県,Oka,Asajiro
965,丘丘十郎,1897-12-26,1949-05-17,,,Oka,Kyujuro
467,岡倉由三郎,1868-03-15,1936-10-31,male,Yokohama,Okakura,Yoshisaburo
1354,岡崎雪声,1854-02-26,1921-04-16,male,Fushimi-ku,Okazaki,Sessei
1355,岡田三郎助,1869- 02-22,1939-09-23,male,佐賀県,Okada,Saburosuke
874,尾形亀之助,1900-12-12,1942-12-02,male,,Ogata,Kamenosuke
239,岡本一平,1886-06-11,1948-10-11,male,函館市,Okamoto,Ippei
1339,岡本帰一,1888-6-12,1930-12-29,male,兵庫県,Okamoto,Kiichi
474,小川正子,1902-03-26,1943-04-29,female,山梨県,Ogawa,Masako
120,木下杢太郎,1885-08-01,1945-10-15,male,賀茂郡,Kinoshita,Mokutaro
1180,沖野岩三郎,1876-01-05,1956-01-30,male,,Okino,Iwasaburo
240,荻原守衛,1879-12-01,1910-04-22,male,Hotaka,Ogiwara,Morie
1753,尾崎士郎,1898-02-05,1964-02-19,male,横須賀村,Ozaki,Shiro
242,尾崎秀実,1901-05-01,1944-11-07,male,Shiba-ku,Ozaki,Hotsumi
479,小山内薫,1881-07-26,1928-12-25,male,広島市,Osanai,Kaoru
1589,落合ユキ子,1903-11-07,1946-08-04,,,Ochiai,Yukiko
1761,小津安二郎,1903-12-12,1963-12-12,male,深川区,Ozu,Yasujiro
1887,小野梓,1852-03-10,1886-01-11,male,土佐国,Ono,Azusa
243,小野賢一郎,1888-07-01,1943-02-01,male,Fukuoka Prefecture,Ono,Ken'ichiro
871,小野浩,1894-06-29,1933-10-21,male,,Ono,Hiroshi
1356,尾上梅幸,1870-11-08,1934-11-08,unknown,,Onoe,Baiko
201,グリーンジェイムズ,,2014-04,unknown,,Green,James
1246,恩地孝四郎,1891-07-02,1955-06-03,male,淀橋町,Onchi,Koshiro
1290,癋見鈍太郎,1889-01-04,1936-03-11,,,Kakumi,Dontaro
244,梶井久,1870-00-00,1946-00-00,,,Kajii,Hisa
1978,勝本清一郎,1899-05-05,1967-03-23,male,東京都,Katsumoto,Seiichiro
1286,桂小南,1880-05-24,1947-11-21,male,,Katsura,Konan
919,加藤一夫,1887-02-28,1951-01-25,male,秋田市,Kato,Kazuo
1317,加藤弘之,1836-06-23,1916-02-09,male,Izushi,Kato,Hiroyuki
1240,加藤道夫,1918-10-17,1953-12-22,male,福岡県,Kato,Michio
1984,金沢庄三郎,1872-06-12,1967-06-02,male,大阪府,Kanazawa,Shozaburo
873,金田千鶴,1902-11-19,1934-08-17,unknown,泰阜村,Kanada,Chizu
1956,金森徳次郎,1886-03-17,1959-06-16,male,名古屋市,Kanamori,Tokujiro
920,金子薫園,1876-11-30,1951-03-30,male,神田淡路町,Kaneko,Kun'en
246,金子ふみ子,1903-01-25,1926-07-23,female,Yokohama,Kaneko,Fumiko
1781,金田鬼一,1886-12-10,1963-11-01,male,東京都,Kaneda,Kiichi
866,狩野亨吉,1865-09-17,1942-12-22,male,大館町,Kano,Kokichi
891,加福均三,1885-00-00,1948-00-00,male,,Kafuku,Kinzo
1870,亀井勝一郎,1907-02-06,1966-11-14,male,函館市,Kamei,Katsuichiro
1076,高良とみ,1896-7-1,1993-1-17,female,富山県,Kora,Tomi
1906,河井寛次郎,1890-08-24,1966-11-18,male,安来市,Kawai,Kanjiro
1861,河井酔茗,1874-05-07,1965-01-17,male,Sakai,Kawai,Suimei
507,川上眉山,1869-04-16,1908-06-15,male,大阪市,Kawakami,Bizan
1911,川田順,1882-01-15,1966-01-22,male,東京,Kawada,Jun
1588,川田雪山,1879-05-24,1951-01,,,Kawada,Setsuzan
